5-hydroxytryptamin	or_5-ht
zuckerrohr	sugarcane
zufallsabhängig	depend_on_chance
zufallsgröße	random_variable
zufluchtsort	shelter
zugang	access/n/the_right_or_ability_of_approaching_or_entering
züge	turn
zugehen	approach
zugereister	someone_who_have_move_to_different_region_and_settle_there_for_good
zugvogel	migrant/n/a_migratory_bird_or_other_animal
zulässig	permissible
zum_abschluss_bringen	wrap_up/v/to_finish_off_a_task_completely
zum_beispiel	for_example
zum_schluss_kommen	come_in_end
zum_schmelzen_bringen	melt/v/to_change_or_be_changed_from_a_solid_to_a_liquid
zunächst_einmal	for_time_be/r/temporarily
zunehmen	put_on_weight/v/to_become_heavier
zurückbleiben	lag/v/to_fall_behind
zurückbringen	bring_back
zurückweisen	reject
zusammenarbeiten	cooperate
zusammenbrechen	collapse/v/to_cease_to_function_due_to_a_sudden_breakdown
zusammenhang	interrelation/n/mutual_or_reciprocal_relation
zusatz	additive
zuschauen	watch
zuschreiben	impute
zuverlässig	dependable/a/able_to_be_depended_on
zu_viel	too_much
zwangsjacke	straitjacket/n/a_jacket-like_garment
zwanzigste	twentieth
zwecke	thumbtack
zwei	two/n/one_plus_one
zweifach	twofold
zweisprachigkeit	bilingualism
zweiundzwanzig	twenty_two/n/22
zweiundzwanzig	twenty-two/n/twenty-two
zwingend	compel/a/requiring_urgent_attention
zwischen	between/p/in_transit_from_one_to_the_other
zwischen_den_zeilen_lesen	read_between_line/v/to_infer_a_meaning_that_is_not_stated_explicitly
zylindrisch	cylindrical
zypriot	cypriot/n/person_from_cyprus
,/c/en/of/p/linking_class_with_example_of_class
,/c/en/from/p/with_the_source_or_provenance_of_or_at
,/c/en/off/p/from
,/c/en/of/p/linking_class_with_example_of_class
,/c/en/but/c/rather
,/c/en/down_from
,/c/en/one/a/a_single,_unspecified_thing
,/c/en/the/d/used_with_the_name_of_a_member_of_a_class_to_refer_to_all_things_in_that_class
aa_machen	pooh
aas	bugger
aasen	fee_on_carrion
aasfresser	scavenger
aasvogel	vulture
abakus	abacus
abändern	change
abasie	abasia
abbau	separation
abbilden	map/v/to_act_as_a_function_on
abbruch	demolition
abduktion	abduction
abendmahl	last_supper
aber	objection
abfahrt	departure
abfertigung	smart_rejoinder
abfinden	come_to_term
abfluss	drain
abfräsen	bevel
abführmittel	laxative
abgeben	deposit
abgeben	give_away
abgeben	hand_over
abgesperrt	lock
abhaken	forget_about
abhanden	lose
abhängig	dependent_or_addict
abholzen	cut_down_tree
abiturient	abitur
abkapseln	seclude
abkömmling	derivative/n/chemical_derived_from_another
ableitung	derivative/n/word_that_derives_from_another
abnutzung	wear/n/damage
abort	abortive/n/that_which_is_born_or_brought_forth_prematurely
abort	loo
abort	privy/n/toilet
abrupt	abrupt/a/sudden_or_hasty
absatzzeichen	pilcrow/n/a_paragraph_mark
abschaffen	annul
abschiebung	deportation/n/the_act_of_deporting_or_exiling
abschirmen	protect
abschirmen	screen
abschlag	rebate
abschneiden	amputate
absender	sender/n/someone_who_sends
absinth	absinth
absolvieren	graduate/v/to_be_recognized_by_a_university_as_having_completed_the_requirements_of_a_degree
abspecken	lose_weight
abstecken	stake_out/v/to_mark_off_the_limits_by_stakes
abstoßen	turn_off/v/repulse
absurd	absurd
abteilung	department
abtreiben	abort
abwarten	tarry/v/linger_in_expectation_of
abwehr	from_1920_to_1944_or_1945
abweichung	aberration
abziehen	leave
ach	oh
achill	of_origin
achten	care_about
ächten	declare_as_not_be_protect_by_law
achten	pay_attention_to
achtern	behind
achtunddreißig	thirty-eight
achtung	respect
achtunggebietend	impose
ächzen	groan/v/to_make_a_groan
adamantoblast	ameloblast/n/epithelial_cell
addis_abeba	addis_ababa
ader	or_within_fissure
adoptieren	affiliate/v/to_adopt
adventskalender	advent_calendar
adverbphrase	adverbial_phrase/n/phrase_that_modifies_a_verb,_adjective,_another_adverb,_or_a_prepositional_phrase
advocatus_diaboli	devil_advocate
aerodynamik	aerodynamics
affekt	affect
afrika	africa
agent	agent/n/one_who_acts_in_place_of_another
aggressor	aggressor/n/the_person_who_first_attacks_or_makes_an_aggression
agile	dexterous/a/agile
agnostisch	agnostic/a/of_or_relating_to_agnosticism
agrikultur	agriculture
ahnung	hunch/n/idea,_theory
akademie	academy
akkord	chord/n/combination_of_three_or_more_notes
akkordeonspieler	accordionist
akne	acne/n/a_skin_condition
akquisition	acquisition
akrobatik	acrobatics
aktualisieren	update/v/to_make_something_up_to_date
akzeptanz	acceptance/n/an_agreeing_to_terms_or_proposals
alaska	alaska
albanologie	albanology/n/study_of_the_albanian_language
alchemie	alchemy
alge	alga
algologie	algology
alkan	alkane
alkoholkranke	alcoholic
alle	each/d/every
aller	masculine_nominative_form_of_alles
allergen	allergen/n/substance
allfressend	omnivorous/a/having_the_ability_to_eat_both_animal_and_vegetable_food
allmählich	gradually
allotropie	allotropy
alpaka	alpaca
alphabet	alphabet
alphabetisierung	alphabetisation
altersdiskriminierung	ageism/n/the_treating_of_a_person_or_people_differently_from_others_based_on_assumptions_or_stereotypes_relating_to_their_age
alterszahnheilkunde	gerodontia
altmodisch	old-fashioned/a/preferring_the_customs_of_earlier_times
altruistisch	altruistic/a/regardful_of_others
aluminiumfolie	foil/n/thin_aluminium/aluminum_or_tin_used_for_wrapping_food
alwine	feminine_form_of_alwin
amaretto	amaretto/n/a_sweet_almond-flavoured_liqueur
ambulant	ambulant
ameisenbär	anteater/n/mammal
amerikanisch	american/a/of_or_pertaining_to_the_americas
am_hellichten_tag	in_broad_daylight/r/in_broad_daylight
ammenmärchen	old_wife_tale/n/rumour,_myth_or_superstition
amnestie	amnesty
ampel	traffic_light/n/signalling_device
amt	office/n/administrative_unit
anagramm	anagram/n/word_or_phrase_created_by_rearranging_letters_from_another_word_or_phrase
analysis	analysis
anamnese	figurally
anarchie	anarchy
anästhesie	anaesthesia/n/loss_of_bodily_sensation
anatomie	anatomy
anatomie	treatise_on_science_of_anatomy
anbau	extension
anbauen	attach
anbauen	grow
anbeten	adore/v/love_with_entire_heart_and_soul
anblick	look
anbringen	bring
an	at/p/in_or_very_near_a_particular_place
an	in
andere	other/d/not_the_one_referred_to
andere	other
anders	differently
anders	else
änderung	modification/n/the_act_or_result_of_modifying_or_the_condition_of_being_modified
an_einem_seidenen_faden_hängen	filipendulous
anfügen	append
angeber	bragger
angeblich	purport/a/supposed
angebot	bargain
angebot	overture/n/approach
angelegenheit	matter
angelhaken	fishhook/n/barbed_hook_for_fishing
angemessenheit	appropriateness/n/the_quality_or_condition_of_being_appropriate
angucken	take_look/v/to_examine_or_observe
anhalten	stop/v/cease_moving
anhang	addendum/n/something_to_be_added
anhängerkupplung	hitch/n/connection_point_for_trailer
anisette	anisette
anlage	plant
anlangen	touch
anleiten	guide_or_to_train
anleitung	manual
anmachen	come_on_to/v/make_a_romantic_or_sexual_advance_to
anmaßung	assertiveness/n/the_quality_of_being_self-assured
anmerken	make_note_of
anomal	anomalous
anpassen	adjust
anreicherung	enrichment
anrufen	call_upon
anschaffen	purchase
anschlag	hit/n/attack_on_a_location
anschließen	connect/v/to_join_an_electrical_or_telephone_line
ansicht	opinion
anspornen	spur/v/to_urge_or_encourage_to_action,_or_to_a_more_vigorous_pursuit_of_an_object
ansprechen	address
anstoßen	initiate
antarktis	antarctica
antichrist	antichrist
antigua_und_barbuda	antigua_and_barbuda
antilope	antelope/n/mammal_of_the_family_bovidae
antizipieren	anticipate
anus	anus
anvertrauen	entrust/v/to_trust_to_the_care_of
anweisung	directive
anxiolytikum	anxiolytic
anziehen	attract
anziehen	don
aorist	aorist/n/a_grammatical_aspect
apastron	apastron
ap	ap/n/adjective_phrase,_adverb_phrase
apianus	of_german_noble_family
apiarium	apiary
apogäum	apogee/n/a_point_in_an_orbit_around_the_earth
apotheke	apothecary/n/a_drugstore
appell	muster
aquaristik	fishkeeping
aquarium	aquarium/n/public_place_where_live_fish_are_exhibited
aquifer	aquifer
äquivalent	equivalent/a/relating_to_the_corresponding_elements_of_an_equivalence_relation
äquivalenzklasse	equivalence_class/n/any_one_of_the_subsets_into_which_an_equivalence_relation_partition_is_set
arabisch	arabic/a/alphabet
arachnophobie	arachnophobia
arbeit	work
arbeitgeber	employer
arbeitsvermögen	ability_to_work
arbeitszimmer	workroom/n/a_room_where_work_is_done
archaisch	archaic/a/old-fashioned_or_antiquated
archiv	archive
argentinisch	argentinian
ärger	hassle/n/trouble,_bother,_unwanted_annoyances_or_problems
ärger	trouble/n/distressful_or_dangerous_situation
arianer	arian/n/a_kind_of_christian_who_holds_arian_ideas
arisch	indo-aryan_language_group
arisch	indo-iranian_proto-language
aristokrat	aristocrat/n/one_of_the_aristocracy
aristokrat	aristocrat
armband	bracelet
arm	poor/a/with_no_possessions_or_money
armee	army/n/large,_highly_organised_military_force_concerned_mainly_with_ground_operations
armenhaus	poorhouse
arschgeweih	arse_antler
arsenat	arsenate/n/salt_or_ester_of_arsenic_acid
art	sort
art	type
arteriosklerose	arteriosclerosis
artikel	article/n/part_of_speech_that_specifies_a_noun
artikel	article
artikulation	articulation
artillerie	artillery
artmäßig	generic/a/of,_or_relating_to_a_genus
artschinisch	archi/n/language
art_und_weise	method/n/process_by_which_a_task_is_completed
as	a-flat/n/tone_four_fifths_below_c
asche	money
aschenbecher	ashtray/n/receptacle_for_ashes
ascorbinsäure	ascorbic_acid/n/the_white_crystalline_organic_compound,_c<sub>6</sub>h<sub>8</sub>o<sub>6</sub>
as_daft_as_a_brush	redirect_daft_as_brush
aserbaidschaner	azeri/n/azeri_person
aspekt	aspect
asplenie	asplenia/n/absence_of_normal_spleen_function
assistent	adjutant/n/assistant
aster	within_tribe_astereae_aster
ästhetik	aesthetic/n/the_study_of_art_or_beauty
astronaut	astronaut
astronomie	astronomy
athen	athens
atmosphäre	atmosphere/n/gases_surrounding_the_earth
atombombe	nuclear_bomb
attentat	attempt_assassination
attraktiv	handsome
audienz	audience/n/formal_meeting_with_a_state_or_religious_dignitary
auerochse	aurochs
auf_allen_vieren	on_all_four/r/on_hands_and_knees
aufbewahren	keep
auf_der_kippe	on_line
auf_die_plätze,_fertig,_los!	set
auferstehung	resurrection
aufforderung	summon/n/call_to_do_something,_especially_to_come
auf_großem_fuß_leben	live_high_life
aufgrund	by_reason_of
aufhängen	hang/v/place_on_a_hook
aufhebung	abolition
aufkeimend	nascent/a/emerging
aufklärung	intelligence
auflegen	hang_up
auflösen	dissolve/v/to_disperse_a_group
aufrecht	straightforward
aufrichtig	genuine
aufruhr	stir/n/public_disturbance_or_commotion
aufrüsten	upgrade
aufschlagen	impact
aufschlagen	increase
aufschneiden	shoot_one_mouth_off/v/make_reckless_or_exaggerated_statements
aufstehen	get_up
auftrag	instruction
aufwachen	wake_up/v/to_(become)_awake
aufziehen	nurturance/n/provision_of_care
augenblicklich	instantaneously/r/without_any_delay
augenzeuge	eyewitness/n/person_who_has_seen_and_testify_about_an_event
auguste	augusta/n/female_given_name
auktion	auction
ausbeute	yield
ausdruck	printout/n/a_hard_copy
ausdrücken	squeeze_out
ausfragen	quiz/v/interrogate
ausgeburt	spawn/n/any_germ_or_seed,_even_a_figurative_source
ausgleich	compensation/n/relationship_between_air_temperature_outside_a_building_and_a_calculated_target_temperature
aushalten	absorb/v/to_endure_(6)
aushandeln	negotiate
auslagern	swap
ausländerfeindlichkeit	hatred_of_foreigner
ausländisch	foreign
ausleiern	wear_out/v/to_deteriorate_or_become_unusable_or_ineffective_due_to_continued_use,_exposure,_or_strain
auslieferung	delivery
ausloggen	log_out
ausrotten	eradicate/v/to_completely_destroy
ausrutschen	slide/v/to_lose_balance
ausschließen	exclude
außer	besides/p/in_addition_to
außergewöhnlich	exceptional/a/better_than_the_average
aussprache	utterance/n/manner_of_speaking
ausstrahlen	emanate/v/to_come_from_a_source
australischer_dollar	australian_dollar/n/official_currency_of_australia
auswachsen	grow_out_of_something
auswählen	select
auswählen	select/v/to_choose_one_or_more_elements_from_a_set
ausweichen	fudge/v/to_try_to_avoid_giving_a_direct_answer
ausziehen	take_off_one_clothe
autofokus	autofocus
automobil	car
autonom	autonomous/a/self-governing
autor	author/n/originator_or_creator_of_a_work
avantgarde	avant-garde
avatar	avatar
avestisch	avestan
baba	so_long
bach	burn/n/stream
backe	jaw
backgammon	backgammon
bad	pool
bagger	excavator
bahamaer	bahamian/n/person_from_the_bahamas
bahamaisch	bahamian/a/pertaining_to_the_bahamas
bahn	train
bajonett	bayonet
baldachinspinne	money_spider
ball	prom/n/a_formal_ball
ballistisch	ballistic/a/relating_to_ballistics
baltisch	baltic/a/pertaining_to_the_baltic_languages
bambus	bamboo/n/wood
bananenrepublik	banana_republic/n/small_country_dependent_on_a_single_export_commodity_with_a_corrupt_dictatorial_government
bandagieren	bandage/v/to_apply_a_bandage_to_something
bandbreite	bandwidth/n/measure_of_data_flow_rate_in_digital_networks
band	tape/n/video_or_audiocassette_tape,_adhesive_tape
band	tape_or_ribbon
bande	board
bandscheibenvorfall	slip_disk/n/protruding_vertebral_disk
bangigkeit	especially_when_cause_by_uncertain_dread
bank	bank
bankier	banker
bankräuber	bank_robber/n/one_who_robs_or_steals_from_a_bank
bann	jurisdiction
banner	banner/n/large_sign
banner	banner
bariton	baritone
barium	barium/n/chemical_element
bark	bark
barometer	barometer
bart	beard
bärtierchen	tardigrade
basar	bazaar/n/marketplace
baseball	baseball/n/ballgame
base	base
base	female_cousin
basis	base
basketball	basketball
bassin	basin
bassist	bassist
bastler	hobbyist/n/person_who_is_interested_in_a_subject_or_an_activity_as_a_[[hobby
bauchtanz	belly_dance
bauern	farmer
bauernhaus	farmhouse/n/farmer's_residence
bauernhöfe	farm
baum	tree/n/''(graph_theory)''_graph_tree_with_no_cycles
bayer-bezeichnung	bayer_designation/n/stellar_designation
beabsichtigen	intend/v/to_fix_the_mind_upon_a_goal
beamte	official/n/office_holder_invested_with_powers_and_authorities
beantworten	answer
bedauerlicherweise	regrettably
beeindruckend	impressive/a/making,_or_tending_to_make,_an_impression
befallen	affect
befehl	command/n/order
befördern	promote
befrager	interviewer/n/one_who_interviews
befragung	interrogation
befreit	liberate
begegnen	meet
begehren	desire/n/something_wished_for
begierig	eager/a/excited_by_desire_in_the_pursuit_of_any_object
beginnen	begin
begleiten	accompany/v/to_perform_an_accompanying_part_next_to_another_instrument
beglückwünschen	congratulate
begonie	begonia
begreifen	more_at_grasp
begründen	establish
begrüßen	greet/v/to_address_with_salutations_or_expressions_of_kind_wishes
behalten	keep
behälter	container
behaupten	maintain
behauptung	assertion
behindern	obstruct/v/to_block_or_fill_(a_passage)
behutsamkeit	attitude_caution
bei	if_there_be
beim	at
bein	animal_or_object
bekanntmachen	declare/v/to_make_a_declaration
bekehren	proselytize/v/convert_to_one's_own_faith
bekennen	confess
bekenntnis	confession
belarussisch	belarusian
beleidigen	offend/v/to_hurt_the_feelings
belizisch	belizean
bellen	yiff/i/bark
belohnen	reward/v/give_a_reward_to
belohnung	reward/n/something_of_value_given_in_return_for_an_act
benennung	name
bengel	boy_in_general
benin	benin/n/country
beninerin	beninese
benutzername	as_on_individual_computer_system
benzaldehyd	benzaldehyde/n/c<sub>6</sub>h<sub>5</sub>cho
benz	short_form_of_mercedes-benz
benzin	gasoline
benzin	petrol
beobachtung	surveillance
bequem	comfortable
beraten	advise
berauschen	intoxicate/v/to_stupefy_by_doping_with_chemical_substances_such_as_alcohol
berberaffe	barbary_macaque/n/macaca_sylvanus
bereits	already
bergen	bergen
bergen	recover
bergen	rescue
bergente	scaup/n/diving-duck
bergig	mountainous/a/having_many_mountains
bergmann	miner/n/a_person_who_works_in_a_mine
berichtigen	right
berliner_schnauze	slang_use_by_inhabitant_of_city_of_berlin
bern	bern
berta	bravo/n/the_letter_"b"
berufen	call
berühmt	famous
berühren	touch
berührungsbildschirm	touch_screen/n/input/output_device
bescheiden	modest/a/not_bragging_or_boasting_about_oneself_or_one's_achievements
bescheiden	unobtrusive/a/unobtrusive
beschissen	shitty/a/very_bad
beschlagen	fit_with_nail
beschlagen	stud
beschließen	end
beschuldigen	incriminate/v/to_accuse_or_bring_criminal_charges_against
besichern	collateralize
besonder	special
besorgen	obtain
bespringen	mount/v/to_have_sexual_intercourse_with_someone,_something
besser	comparative_of_gut
bessern	improve
besserwisser	know-it-all/n/someone_who_acts_as_though_he/she_knows_everything
bestandteil	component
bestätigung	confirmation
beste	best
besten	superlative_of_gut
bestimmung	determination/n/act_of_determining_the_relations_of_an_object,_as_regards_genus_and_species
bestreitbar	controvertible
besucher	visitor
bete	beet/n/the_root_plant_''beta_vulgaris''
betonen	emphasize/v/stress
betonieren	concrete
betonung	emphasis/n/special_weight_or_forcefulness_given_to_something_considered_important
betrachter	beholder/n/someone_who_observes_or_beholds
betrieb	operation/n/method_by_which_a_device_performs_its_function
betriebssystem	operate_system/n/software_which_controls_computer
betriebssystemkern	kernel/n/central_part_of_many_computer_operating_systems
betrüben	sadden/v/make_sad_or_unhappy
